1	4864	0	0.141	220.962
68	75	1	1.668	0.230
139	186	1	2.124	2.084
139	177	2	1.843	0.586
177	186	2	1.260	0.356
186	219	1	1.173	3.433
186	192	2	1.554	0.399
192	219	2	1.206	2.602
192	199	3	2.226	0.824
199	219	3	1.488	1.427
199	205	4	2.270	0.853
205	219	4	1.742	0.333
219	236	1	1.656	1.041
236	316	1	1.573	3.039
236	264	2	1.704	0.943
264	316	2	1.446	1.634
264	306	3	2.082	1.399
264	294	4	2.317	0.508
306	316	3	1.121	0.211
316	480	1	1.740	5.084
316	335	2	1.267	0.184
335	480	2	1.365	4.251
372	402	3	1.653	0.552
402	418	3	0.750	2.448
402	412	4	1.689	0.916
412	418	4	2.206	1.312
418	425	3	1.627	0.757
469	480	3	1.027	0.329
480	519	1	1.040	5.052
480	509	2	1.314	3.349
480	493	3	1.923	0.535
493	509	3	1.883	2.558
493	502	4	2.967	1.226
502	509	4	1.993	0.672
509	519	2	2.731	1.579
519	541	1	1.121	1.850
519	534	2	1.958	0.916
534	541	2	1.935	0.794
541	559	1	1.232	2.514
541	552	2	2.494	1.469
552	559	2	2.122	0.806
559	575	1	2.417	1.475
575	641	1	1.059	4.709
575	583	2	1.617	0.565
583	641	2	1.159	3.995
583	590	3	2.184	1.081
590	641	3	1.470	2.712
590	633	4	1.061	2.008
590	607	5	1.774	0.492
607	633	5	1.236	1.466
607	619	6	2.411	1.155
619	633	6	1.654	0.221
633	641	4	0.943	0.229
641	658	1	1.530	0.821
658	678	1	1.479	0.586
678	741	1	1.618	3.165
678	732	2	1.426	2.372
678	722	3	2.069	1.661
678	686	4	0.839	0.039
686	722	4	1.469	0.456
741	790	1	0.819	6.459
741	782	2	1.295	5.028
741	752	3	1.227	0.321
752	782	3	1.316	3.855
752	771	4	1.791	2.587
752	763	5	2.812	1.009
763	771	5	2.458	0.871
771	782	4	1.934	0.636
782	790	2	1.814	0.957
790	853	1	0.969	3.426
790	841	2	0.769	2.159
790	801	3	1.321	0.548
801	841	3	1.769	1.410
801	831	4	1.224	0.064
841	853	2	1.609	1.131
853	861	1	1.754	1.057
861	961	1	1.051	10.355
861	953	2	1.133	9.104
861	943	3	0.834	7.687
861	877	4	2.840	2.060
877	943	4	1.158	5.452
877	885	5	1.178	0.404
885	917	5	1.725	2.018
885	893	6	1.954	0.619
893	917	6	1.427	0.844
893	904	7	2.158	0.594
904	917	7	1.657	0.077
917	943	5	1.224	2.581
917	925	6	2.279	1.358
925	943	6	1.755	1.088
925	934	7	2.380	0.525
934	943	7	1.861	0.006
943	953	3	2.049	1.032
953	961	2	2.050	1.013
961	976	1	1.690	0.729
976	1156	1	1.333	2.962
976	1015	2	1.378	0.334
1015	1156	2	1.094	2.281
1015	1079	3	1.415	0.203
1079	1119	3	1.295	0.833
1079	1102	4	1.279	0.025
1102	1119	4	1.330	0.101
1119	1128	3	1.332	0.747
1128	1156	3	1.302	0.358
1156	1219	1	1.630	0.760
1156	1179	2	1.621	0.333
1219	1284	1	0.823	7.668
1219	1243	2	1.154	3.101
1219	1226	3	2.384	1.155
1226	1243	3	2.146	1.632
1226	1236	4	2.063	0.276
1243	1284	2	1.229	4.498
1243	1277	3	1.209	3.275
