1	14
15	37
38	75
76	111
112	139
140	157
158	178
179	192
193	205
206	217
218	239
240	264
265	301
302	315
316	334
335	357
358	372
373	402
403	417
418	431
432	451
452	480
481	492
493	503
504	516
517	534
535	545
546	552
553	558
559	575
576	581
582	589
590	607
608	619
620	638
639	655
656	677
678	714
715	740
741	751
752	763
764	775
776	780
781	790
791	800
801	820
821	841
842	852
853	861
862	876
877	884
885	892
893	904
905	917
918	924
925	934
935	943
944	951
952	961
962	976
977	996
997	1015
1016	1040
1041	1060
1061	1081
1082	1099
1100	1109
1110	1118
1119	1128
1129	1155
1156	1175
1176	1190
1191	1218
1219	1226
1227	1243
1244	1253
1254	1276
1277	1285
1286	1296
1297	1306
1307	1317
1318	1347
1348	1366
1367	1374
1375	1384
1385	1391
1392	1402
1403	1410
1411	1424
1425	1435
1436	1460
1461	1469
1470	1478
1479	1493
1494	1503
1504	1518
1519	1543
1544	1568
1569	1585
1586	1603
1604	1636
1637	1669
1670	1693
1694	1703
1704	1711
1712	1717
1718	1728
1729	1744
1745	1746
1747	1762
1763	1765
1766	1780
1781	1793
1794	1798
1799	1806
1807	1838
1839	1844
1845	1846
1847	1906
1907	1912
1913	1923
1924	1926
1927	1933
1934	1941
1942	1950
1951	1956
1957	1967
1968	1980
1981	1994
1995	2003
2004	2020
2021	2032
2033	2039
2040	2050
2051	2062
2063	2069
2070	2091
2092	2118
2119	2134
2135	2145
2146	2176
2177	2190
2191	2203
2204	2216
2217	2223
2224	2244
2245	2250
2251	2256
2257	2267
2268	2275
2276	2285
2286	2295
2296	2314
2315	2344
2345	2375
2376	2393
2394	2408
2409	2422
2423	2437
2438	2450
2451	2465
2466	2496
2497	2527
2528	2556
2557	2569
2570	2579
2580	2591
2592	2617
2618	2628
2629	2637
2638	2659
2660	2692
2693	2714
2715	2732
2733	2743
2744	2772
2773	2792
2793	2811
2812	2833
2834	2858
2859	2876
2877	2904
2905	2931
2932	2949
2950	2974
2975	2997
2998	3009
3010	3042
3043	3058
3059	3072
3073	3089
3090	3105
3106	3124
3125	3162
3163	3178
3179	3194
3195	3218
3219	3239
3240	3264
3265	3280
3281	3309
3310	3324
3325	3336
3337	3347
3348	3362
3363	3380
3381	3396
3397	3406
3407	3416
3417	3436
3437	3448
3449	3460
3461	3472
3473	3485
3486	3505
3506	3511
3512	3524
3525	3540
3541	3560
3561	3573
3574	3592
3593	3619
3620	3639
3640	3660
3661	3681
3682	3702
3703	3723
3724	3747
3748	3767
3768	3788
3789	3806
3807	3824
3825	3838
3839	3848
3849	3862
3863	3890
3891	3923
3924	3939
3940	3953
3954	3965
3966	3973
3974	3983
3984	4008
4009	4016
4017	4034
4035	4042
4043	4053
4054	4062
4063	4087
4088	4098
4099	4136
4137	4151
4152	4168
4169	4185
4186	4204
4205	4222
4223	4239
4240	4252
4253	4270
4271	4282
4283	4299
4300	4323
4324	4337
4338	4351
4352	4373
4374	4380
4381	4391
4392	4405
4406	4411
4412	4431
4432	4457
4458	4470
4471	4476
4477	4495
4496	4518
4519	4530
4531	4559
4560	4575
4576	4591
4592	4612
4613	4634
4635	4639
4640	4647
4648	4654
4655	4668
4669	4686
4687	4697
4698	4721
4722	4734
4735	4744
4745	4760
4761	4774
4775	4784
4785	4798
4799	4819
4820	4835
4836	4843
4844	4852
4853	4857
4858	4864
